wallet_address,credit_score,score_category,base_score,risk_adjusted_score,total_transactions,total_volume,tenure_days,liquidation_count,repay_consistency_score
0x001be549fa377710b9e59d57bbdf593ce1e379ca,617.7008498752803,Fair (500-699),498.2879984763103,548.1167983239413,2,6240750099.327031,20,0,1.0
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,610.205472804163,Fair (500-699),495.8916366484185,545.4808003132604,2,2000000000000.0098,9,0,1.0
0x001d2a3192a49e28cac0a7abcaa916648c62b982,579.4914538607441,Fair (500-699),486.0719969053064,534.6791965958371,1,6461144026.105417,0,0,1.0
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,579.4913531197865,Fair (500-699),486.0719646972156,534.6791611669372,1,1.109087,0,0,1.0
0x001f96b7e19a54ae45f451b0148336504d03fdcf,579.4913531197865,Fair (500-699),486.0719646972156,534.6791611669372,1,0.018485,0,0,1.0
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,633.8181931931142,Fair (500-699),503.440906185612,553.7849968041733,6,1218900412657474.8,68,0,1.0
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,579.4913531197865,Fair (500-699),486.0719646972156,534.6791611669372,1,0.023783,0,0,1.0
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,579.4913531511578,Fair (500-699),486.07196470724534,534.67916117797,1,2012030.94263,0,0,1.0
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,608.1394674383436,Fair (500-699),495.2311099867316,544.7542209854048,2,1135240588968.5974,6,0,1.0
0x00222d56e0509a5e9ab05c588c548290a5e9f876,579.4914223550219,Fair (500-699),486.0719868325496,534.6791855158046,1,4440486156.185637,0,0,1.0
0x002379916ac42a432f3b53f16782d33267debb4c,579.5147408411779,Fair (500-699),486.0794420318783,534.6873862350661,1,1500000000000.0,0,0,1.0
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,633.5027351328712,Fair (500-699),503.34005046525334,553.6740555117788,2,2.2,5,0,1.0
0x0023d9ffe7d793895c5da5833d56c737832ead2b,617.7944668197978,Fair (500-699),498.31792893479917,548.1497218282791,2,14.997724,0,0,1.0
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,579.4913531197865,Fair (500-699),486.0719646972156,534.6791611669372,1,4.999194,0,0,1.0
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,630.6359008310974,Fair (500-699),502.4234892005594,552.6658381206154,2,12625001510.457943,1,0,1.0
0x0024461e7a8ce7157866eaa4c24b702d328250ce,579.4913531198023,Fair (500-699),486.07196469722066,534.6791611669428,1,1012.775168,0,0,1.0
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,579.4917429151428,Fair (500-699),486.07208931945996,534.679298251406,1,25000000000.0,0,0,1.0
0x00246f7813397868b1beec56e1677efa47816dae,884.0136719214634,Good (700-899),583.4313975307465,641.7745372838212,44,1.0792894939202136e+16,21,0,1.0
0x0025a856d01a898bd52286d56c52323b13937b65,579.4929123012124,Fair (500-699),486.0724631861931,534.6797095048124,1,100000000000.0,0,0,1.0
0x00261d225db379b3fc74cd0228d6f90582d39035,458.92047206150727,Poor (300-499),447.52400984692383,492.27641083161626,2,39200000000.0,0,0,0.0
0x00262ffcfda82b5582d1905ca05b849f196b0419,767.4451300832824,Good (700-899),546.1630384684074,600.7793423152482,10,316.514252,3,0,1.0
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,579.4913601399403,Fair (500-699),486.07196694164287,534.6791636358072,1,450246121.481307,0,0,1.0
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,579.4913531197865,Fair (500-699),486.0719646972156,534.6791611669372,1,1.851978,0,0,1.0
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,579.4928655257696,Fair (500-699),486.07244823152377,534.6796930546761,1,97000000000.0,0,0,1.0
0x002775390698ef16589bb22bba37ae7906ae2f36,566.275102630455,Fair (500-699),481.84657111394534,530.0312282253399,30,152793211818964.84,20,0,0.046944859435880774
0x0027c6cd01364a3c5d29f72269b36dfe85628193,579.4913531197865,Fair (500-699),486.0719646972156,534.6791611669372,1,1.880888,0,0,1.0
0x0027f7335d610f15b325baa5798414548720fcaa,777.4489125647956,Good (700-899),549.3613675512239,604.2975043063464,13,200552774659.90927,1,0,1.0
0x00283b611db7844cb5677b311afd67c8e3078518,579.4913531197865,Fair (500-699),486.0719646972156,534.6791611669372,1,7.200645,0,0,1.0
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,579.4920890534195,Fair (500-699),486.07219998401297,534.6794199824143,1,47200000000.0,0,0,1.0
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,629.3393426599321,Fair (500-699),502.00896402330125,552.2098604256314,2,2600000000000.0,3,0,1.0
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,579.4913531197865,Fair (500-699),486.0719646972156,534.6791611669372,1,1.107978,0,0,1.0
0x002aea16059a7d4bef638a03b61a9e80ef07e745,702.0086365163403,Good (700-899),525.2422076887049,577.7664284575754,41,4560444124213381.0,82,0,2.284599958654179e-14
0x002bb13a55bf4525f02717708dd4534ecc475193,611.6554474888517,Fair (500-699),496.35521092264497,545.9907320149096,2,3.1451770000000003,0,0,1.0
0x002c77a71d54e6da4b28690fe1676752a74a67eb,579.4913531197865,Fair (500-699),486.0719646972156,534.6791611669372,1,1.15122,0,0,1.0
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,761.8062549321439,Good (700-899),544.3602225411732,598.7962447952906,5,1000000000015.7205,18,0,1.0
0x002d2715b179d0db3e17cc28317a98f2f65e6884,265.9743259520343,Very Poor (0-299),551.1954512315411,424.42049744828665,253,1.6011789133329382e+17,101,0,0.23935693062474603
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,579.4914260113771,Fair (500-699),486.07198800153026,534.6791868016833,1,4674990964.187967,0,0,1.0
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,730.8038347721312,Good (700-899),534.4483774746991,587.893215222169,29,1.5200000000007884e+16,128,0,0.30680058155555556
0x002de04d579930686698abab5f48bda0b24fb9fc,1000.0,Excellent (900-1000),647.0908088217653,711.799889703942,85,9579371025942374.0,80,0,1.0
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,287.5408704879601,Very Poor (0-299),561.0455692433428,432.005088317374,4,4.7914e+16,0,0,1.0
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,657.6055931703684,Fair (500-699),511.04602287946614,562.1506251674128,6,85081632513345.2,71,0,1.0
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,579.4913531197865,Fair (500-699),486.0719646972156,534.6791611669372,1,0.012183,0,0,1.0
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,821.213429038308,Good (700-899),563.3534076711793,619.6887484382972,108,5781978969252052.0,105,0,1.673312737300843e-11
0x0030040e8d836ac3e546c354f9b373e70a14deeb,622.0684356865914,Fair (500-699),499.68436797433037,549.6528047717635,2,44842.195767,0,0,1.0
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,721.0854156780402,Good (700-899),531.3412824848718,584.4754107333591,58,1.4597786848117418e+16,40,0,0.0
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,579.4914585832914,Fair (500-699),486.0719984151613,534.6791982566775,1,6764030347.976762,0,0,1.0
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,654.3927732842168,Fair (500-699),510.01884587929464,561.0207304672241,3,394.981473,33,0,1.0
0x003094a91a3b5523bc601b221f80183bd347e9ae,633.5027351328712,Fair (500-699),503.34005046525334,553.6740555117788,2,2.2,5,0,1.0
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,579.4913557032687,Fair (500-699),486.07196552318584,534.6791620755045,1,165694780.930095,0,0,1.0
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,406.5500381111182,Poor (300-499),615.4007926135795,473.8586103124562,67,2.9717156799590784e+17,73,0,1.0
0x0030de8f624d2b2513c6dbbff788bb109b80304d,579.4913611052045,Fair (500-699),486.07196725024943,534.6791639752744,1,512154521.788658,0,0,1.0
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,604.0335207379105,Fair (500-699),493.9183896463246,543.3102286109571,2,32765.593476000002,0,0,1.0
0x0030ee334630838ea4dee0b4b6ecbc973529031f,591.707011694197,Fair (500-699),489.9774570603787,538.9752027664166,16,4695000000005606.0,74,0,3.2841445145227643e-12
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,579.5080548359633,Fair (500-699),486.0773044359275,534.6850348795202,1,1071184911359.4032,0,0,1.0
0x00326e37cef76788f6b0cf643c94481d60bd3d58,665.1755213059306,Fair (500-699),513.46621957562,564.8128415331821,2,30000000000000.0,0,0,1.0
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,264.1591704445664,Very Poor (0-299),550.366412721058,423.7821377952147,523,6.586858275366416e+18,103,0,0.11551816918883265
0x003325d3054cd7668fb16f19ea11bae6d02a474c,648.0063592405226,Fair (500-699),507.9770328142263,558.7747360956489,5,2005930.544632,6,0,1.0
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,327.45883322030306,Poor (300-499),579.2773561227518,446.04356421451894,162,1.7567747675031726e+20,24,0,1.0
0x0034d2a08772822866b08d2c585e5c8e25723760,586.9130567079785,Fair (500-699),488.4447722301686,537.2892494531856,1,476000000000000.0,0,0,1.0
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,621.6822536931185,Fair (500-699),499.56090096539987,549.5169910619398,5,65486886280318.516,30,0,1.0
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,576.3708810740163,Fair (500-699),485.0743124077395,533.5817436485135,26,1737613320930925.5,20,0,2.7425888103290964e-12
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,579.6472712623957,Fair (500-699),486.12181359496674,534.7339949544635,1,10000000000000.0,0,0,1.0
0x0036534c48a754163f0f446601f36bcfda840f57,743.159885849097,Good (700-899),538.3987550025248,592.2386305027774,27,1217984521402146.8,12,0,0.9093454672204377
0x00368bb9dba2ee83f3553feae59710b9c3743e09,487.6879477773089,Poor (300-499),456.7213164048279,502.3934480453108,11,1100961657610451.9,37,0,0.0
0x0036a2f1f6136bb9d7992f7def692126a279e702,579.4914153716171,Fair (500-699),486.0719845998715,534.6791830598587,1,3992596985.89263,0,0,1.0
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,712.6522013220348,Good (700-899),528.6450828437579,581.5095911281337,43,6107736932915811.0,56,0,0.6931755235715484
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,789.6825530770191,Good (700-899),553.2726089552901,608.5998698508192,12,3662821704040389.0,70,0,1.0
0x0037643e4ec2b622270676e9e7aa163b261cfb79,579.4913531197865,Fair (500-699),486.0719646972156,534.6791611669372,1,1.843331,0,0,1.0
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,651.4876113763322,Fair (500-699),509.0900308198459,559.9990339018306,9,99237.659169,49,0,1.0
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,93.06516547154672,Very Poor (0-299),472.22240883167024,363.6112548003861,28,117457473836821.22,67,1,0.0
0x0038281701bf3f51fdbb18903c6e18776780a9a1,579.4913531197865,Fair (500-699),486.0719646972156,534.6791611669372,1,1.1,0,0,1.0
0x00389de87cae34a6f89e13cc8225c4984add8b37,245.31735199258506,Very Poor (0-299),541.7607626596958,417.1557872479658,610,2.76368471008302e+18,58,0,1.1315302437327593e-12
0x0039e71541bdc798d062346bce94230bf519bb72,458.14211538896905,Poor (300-499),447.2751598956995,492.0026758852695,2,37500000000.0,0,0,0.0
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,625.8514669697951,Fair (500-699),500.89384838802744,550.9832332268302,6,1.8960000000023996e+16,2,0,1.0
0x003a85c562730b196f7cba202a2515f2ff855736,480.85618226399936,Poor (300-499),649.3387416294074,499.9908310546437,177,4.1413962967975334e+17,102,0,1.0
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,806.168954774445,Good (700-899),558.5435090490613,614.3978599539674,13,1730000000001772.0,2,0,1.0
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,632.7010447121197,Fair (500-699),503.08374043523787,553.3921144787618,2,2.105972,5,0,1.0
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,655.4289563604387,Fair (500-699),510.35012601997414,561.3851386219716,43,476147945087527.25,79,0,0.0
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,661.3440550783641,Fair (500-699),512.2412539300653,563.4653793230719,4,283.78941100000003,19,0,1.0
0x003be39433bde975b12411fbc3025d49d813a84f,0.0,Very Poor (0-299),352.6979510270275,271.57742229081117,4,0.735469,32,3,0.0
0x003cb0842811db8d115e28f13048dd83db391dcb,579.4913531197865,Fair (500-699),486.0719646972156,534.6791611669372,1,1.626066,0,0,1.0
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,579.4914514801604,Fair (500-699),486.07199614420523,534.6791957586258,1,6308462378.533841,0,0,1.0
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,776.142453424073,Good (700-899),548.9436769154063,603.8380446069469,6,5003784174000037.0,1,0,1.0
0x003e9a119439ef34de3237034cee95675b01d5d4,714.6022369716702,Good (700-899),529.2685325981166,582.1953858579284,31,24939667879482.32,92,0,0.8110300580413494
0x003ed65a094ef804c934f2427b601e03113882ff,630.0816903209443,Fair (500-699),502.2463014622313,552.4709316084545,2,200000000.0,0,0,1.0
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,685.9853481679747,Fair (500-699),520.1193704797154,572.131307527687,144,1554865313684264.8,41,0,2.08343141569745e-12
0x003f705c2e62e268891d8aa2724e32f2176dc963,579.6472712623957,Fair (500-699),486.12181359496674,534.7339949544635,1,10000000000000.0,0,0,1.0
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,933.8148650788535,Excellent (900-1000),599.3534354927467,659.2887790420215,39,2927312861056389.0,31,0,1.0
0x00405f7b768a9a6b81e8060a17f0550501acf6be,135.45105503180707,Very Poor (0-299),491.58137537859545,378.5176590415185,144,7740167828926.012,56,0,0.0
0x0040932d4c252856709b24dc406244392d3df400,641.5599630205176,Fair (500-699),505.91604272893585,556.5076470018295,2,19.541204999999998,0,0,1.0
0x0040daac32d83c78546ae36da42a496b28ab09e1,630.5711140514218,Fair (500-699),502.4027760910929,552.6430537002022,6,1156000000000000.0,61,0,1.0
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,579.4991490269169,Fair (500-699),486.07445714210314,534.6819028563135,1,500000000000.0,0,0,1.0
0x0041dac13d9365b4d695fb612950dc71884f8db1,834.9775574460652,Good (700-899),567.7539643873517,624.529360826087,154,4652870901243438.0,51,0,0.7519527614455207
0x0043090d0a3338eb89914ea9af5c529e928a044c,641.5599623605331,Fair (500-699),505.9160425179309,556.507646769724,2,18209.195678,0,0,1.0
